9/7/2018,71.1,91.9,0.03
9/9/2018,66.9,80.1,0.15
9/10/2018,66.9,88,0.26
9/12/2018,72,88,0.13
9/13/2018,73.9,81,0.28
9/14/2018,73,79,2.5
9/16/2018,73,75.9,0.9
6/25/2012,72,93,0
7/1/2012,75,102.9,0
7/29/2012,66.9,91.9,0
8/2/2012,72,93,0.05
8/6/2012,73.9,93,0.49
10/7/2012,50,64.9,0.23
10/14/2012,44.1,78.1,0
10/16/2012,44.1,70,0
12/2/2012,39,69.1,0
12/14/2012,27,57.9,0
12/16/2012,48,57.9,0.09
12/21/2012,37,57.9,0
12/24/2012,44.1,53.1,0
1/15/2013,44.1,60.1,0.01
1/21/2013,28.9,59,0
2/10/2013,25,53.1,0.03
2/23/2013,36,44.1,0.92
2/25/2013,32,42.1,0
3/9/2013,33.1,62.1,0
3/15/2013,28,62.1,0
3/20/2013,37.9,55,0
3/25/2013,35.1,48,0
3/26/2013,32,50,0
3/30/2013,37.9,66,0
4/5/2013,39,63,0.04
4/9/2013,57,82.9,0
4/17/2013,57.9,80.1,0
4/20/2013,44.1,64,0.01
4/21/2013,41,61,0
5/2/2013,52,64.9,0
5/4/2013,48.9,64,0
5/5/2013,50,60.1,0
5/10/2013,55.9,84,0
5/11/2013,64.9,81,0.3
5/17/2013,61,86,0
5/25/2013,41,73,0
6/5/2013,64,82,0
6/11/2013,70,86,0
6/14/2013,59,80.1,0
6/19/2013,64.9,80.1,0
7/16/2013,69.1,93.9,0
7/21/2013,73,89.1,0
8/2/2013,66.9,89.1,0.77
8/5/2013,64,82,0
8/12/2013,73,91.9,0.66
8/13/2013,71.1,90,0.08
8/18/2013,66.9,81,0.05
8/29/2013,72,87.1,0
9/3/2013,71.1,89.1,0.3
9/4/2013,68,84.9,0
10/8/2013,57.9,63,0
10/13/2013,62.1,66.9,0.07
10/29/2013,50,73,0
10/30/2013,55,72,0
11/9/2013,30.2,59,0
11/12/2013,35.1,61,0.01
11/17/2013,52,71.1,0.08
11/18/2013,54,75,0.06
11/19/2013,41,55.9,0
11/28/2013,23.2,45,0
12/19/2013,30.2,62.1,0
12/21/2013,50,73.9,0
1/2/2014,37,48.9,0.33
1/11/2014,45,69.1,0.28
1/13/2014,33.1,62.1,0
1/15/2014,33.1,59,0
1/18/2014,27.1,46.9,0
1/19/2014,30.2,54,0
1/27/2014,33.1,64.9,0
2/8/2014,34,50,0
2/11/2014,25.2,35.1,0
2/14/2014,27.1,55.9,0
2/16/2014,29.1,53.1,0
2/19/2014,48.9,72,0.5
2/20/2014,52,72,0
3/3/2014,20.1,61,0.36
3/16/2014,36,55.9,0.29
3/17/2014,31.1,36,0.46
3/22/2014,46,75.9,0
3/31/2014,36,72,0
4/12/2014,54,81,0
4/15/2014,39,71.1,1.32
4/25/2014,48.9,80.1,0.47
4/27/2014,51.1,84,0
5/2/2014,51.1,69.1,0
5/3/2014,53.1,75.9,0
5/7/2014,59,78.1,0
5/19/2014,45,73,0
5/21/2014,60.1,87.1,0
5/23/2014,63,82,0
5/27/2014,66,90,0.22
6/7/2014,62.1,84.9,0
6/9/2014,69.1,90,0.29
6/11/2014,68,93.9,0.58
6/23/2014,64.9,84.9,0
6/24/2014,64.9,86,0
6/26/2014,69.1,93,0
6/29/2014,60.1,84.9,0
6/30/2014,66,90,0
7/7/2014,66.9,96.1,0
7/12/2014,66,90,0
7/18/2014,64,86,0
7/21/2014,73,79,1.16
7/31/2014,66,82,0.08
8/1/2014,64.9,75.9,0.71
8/3/2014,66.9,80.1,0
8/8/2014,69.1,81,0
8/10/2014,66,81,0.56
8/13/2014,66.9,82,0
8/20/2014,70,90,1.06
8/24/2014,63,81,0
8/31/2014,73,91,0
9/1/2014,73,93,0
9/2/2014,71.1,96.1,0
9/5/2014,71.1,91,0
9/9/2014,66,75.9,0.03
9/10/2014,68,81,0
9/14/2014,62.1,71.1,0.03
9/16/2014,66.9,82.9,0.01
9/18/2014,59,81,0.01
9/29/2014,64,73,0.01
10/1/2014,55.9,79,0
10/5/2014,41,66,0
10/7/2014,55,80.1,0
10/21/2014,51.1,73.9,0
10/26/2014,45,75.9,0
10/28/2014,50,84,0
10/30/2014,46.9,66.9,0
11/4/2014,39.9,66,0
11/6/2014,50,68,0.21
4/5/2007,41,57.9,0
4/6/2007,30,57,0.01
4/17/2007,46.9,72,0
4/19/2007,44.1,57.9,0.04
4/23/2007,52,82.9,0
4/28/2007,59,75.9,0
5/5/2007,55,66,0.01
5/7/2007,42.1,70,0
5/8/2007,50,69.1,0.04
9/15/2007,61,82,0
9/23/2007,66,91.9,0
9/24/2007,64.9,86,0
9/26/2007,63,89.1,0
10/9/2007,66,93.9,0
10/18/2007,63,84.9,0.04
10/31/2007,37.9,73.9,0
11/3/2007,39.9,66,0
12/13/2007,54,75.9,0.01
12/17/2007,28,44.1,0
12/23/2007,46.9,66.9,0.16
12/27/2007,36,57.9,0
1/3/2008,19.9,35.1,0
1/8/2008,50,73,0
1/29/2008,37,64,0
2/1/2008,36,60.1,0.83
2/6/2008,61,77,0
2/7/2008,43,66,0
2/11/2008,27,46.9,0
2/12/2008,30,62.1,0.28
2/18/2008,45,73,0.29
2/19/2008,30.9,55,0
3/12/2008,44.1,68,0
3/25/2008,28.9,57.9,0
4/2/2008,51.1,66,0
4/24/2008,51.1,80.1,0
4/26/2008,60.1,87.1,0
5/5/2008,55,73,0
5/14/2008,44.1,73.9,0
10/6/2007,68,82.9,0
10/14/2007,46,78.1,0
10/22/2007,55.9,82.9,0
10/29/2007,37,61,0
10/30/2007,33.1,66.9,0
11/13/2007,46.9,73.9,0
11/23/2007,35.1,51.1,0
11/24/2007,25,50,0
12/1/2007,27,57.9,0
12/10/2007,55.9,81,0
12/11/2007,51.1,73.9,0
12/15/2007,37.9,46.9,0.97
12/21/2007,39.9,48,0.01
12/24/2007,32,57.9,0
1/1/2008,35.1,55,0
1/9/2008,55.9,73,0
1/14/2008,30.9,52,0
1/18/2008,33.1,51.1,0
1/19/2008,33.1,42.1,0.28
1/31/2008,27,51.1,0
2/3/2008,37.9,66,0
2/20/2008,30.9,64.9,0
2/22/2008,32,42.1,0.29
2/24/2008,37,46,0.03
3/2/2008,32,63,0
3/4/2008,57.9,73.9,2
3/17/2008,33.1,57.9,0
3/18/2008,39,59,0
3/22/2008,48,75,0
3/23/2008,37,57.9,0
4/3/2008,46,52,0.49
4/6/2008,48.9,61,0.16
4/7/2008,46,55.9,0
4/17/2008,37.9,80.1,0
4/25/2008,55,82,0
4/29/2008,45,61,0
5/7/2008,51.1,82.9,0
5/8/2008,64.9,77,0.07
5/12/2008,51.1,64,0.01
5/15/2008,60.1,78.1,0.11
5/16/2008,57.9,82,0.39
5/28/2008,55.9,73,0.17
5/30/2008,54,86,0
6/10/2008,73.9,100.9,0
6/16/2008,66.9,95,0.1
6/18/2008,55.9,84.9,0
7/8/2008,70,88,0
7/12/2008,68,89.1,0
8/7/2008,73,93,0
8/12/2008,55.9,89.1,0
8/14/2008,60.1,84.9,0
8/20/2008,68,91.9,0.56
8/23/2008,66,88,0
9/2/2008,61,87.1,0
9/10/2008,66.9,75,1.19
9/11/2008,66.9,78.1,0
